Variable,Scenario,id,Pool,WEI+_Int,WEI_AbsInt,WEI+,WEI_Abs
Total,Baseline,1983,SAPP,1.69E-02,1.08E+00,1.13E-02,7.27E-01
Total,Baseline,1984,SAPP,1.65E-02,1.07E+00,1.10E-02,7.18E-01
Total,Baseline,1985,SAPP,1.82E-02,1.22E+00,1.22E-02,8.21E-01
Total,Baseline,1986,SAPP,1.61E-02,1.12E+00,1.08E-02,7.52E-01
Total,Baseline,1987,SAPP,1.76E-02,1.21E+00,1.18E-02,8.13E-01
Total,Baseline,1988,SAPP,1.53E-02,1.04E+00,1.02E-02,6.98E-01
Total,Baseline,1989,SAPP,1.51E-02,1.10E+00,1.01E-02,7.36E-01
Total,Baseline,1990,SAPP,1.56E-02,1.07E+00,1.05E-02,7.17E-01
Total,Baseline,1991,SAPP,1.55E-02,1.06E+00,1.04E-02,7.11E-01
Total,Baseline,1992,SAPP,1.42E-02,9.58E-01,9.50E-03,6.42E-01
Total,Baseline,1993,SAPP,1.42E-02,9.91E-01,9.54E-03,6.65E-01
Total,Baseline,1994,SAPP,1.42E-02,9.97E-01,9.53E-03,6.69E-01
Total,Baseline,1995,SAPP,1.62E-02,1.11E+00,1.09E-02,7.47E-01
Total,Baseline,1996,SAPP,1.32E-02,9.41E-01,8.84E-03,6.31E-01
Total,Baseline,1997,SAPP,1.30E-02,8.24E-01,8.70E-03,5.52E-01
Total,Baseline,1998,SAPP,1.96E-02,1.26E+00,1.31E-02,8.47E-01
Total,Baseline,1999,SAPP,1.29E-02,9.28E-01,8.63E-03,6.23E-01
Total,Baseline,2000,SAPP,7.46E-03,6.74E-01,5.01E-03,4.52E-01
Total,Baseline,2001,SAPP,1.66E-02,1.07E+00,1.11E-02,7.15E-01
Total,Baseline,2002,SAPP,1.57E-02,9.48E-01,1.05E-02,6.36E-01
Total,Baseline,2003,SAPP,1.44E-02,9.59E-01,9.69E-03,6.43E-01
Total,Baseline,2004,SAPP,1.36E-02,8.64E-01,9.11E-03,5.79E-01
Total,Baseline,2005,SAPP,1.44E-02,9.21E-01,9.66E-03,6.18E-01
Total,Baseline,2006,SAPP,1.40E-02,8.63E-01,9.42E-03,5.79E-01
Total,Baseline,2007,SAPP,1.63E-02,1.04E+00,1.09E-02,6.97E-01
Total,Baseline,2008,SAPP,1.28E-02,8.84E-01,8.60E-03,5.93E-01
Total,Baseline,2009,SAPP,1.17E-02,8.31E-01,7.83E-03,5.58E-01
Total,Baseline,2010,SAPP,1.74E-02,1.16E+00,1.16E-02,7.81E-01
Total,Baseline,2011,SAPP,1.50E-02,9.67E-01,1.00E-02,6.49E-01
Total,Baseline,2012,SAPP,1.49E-02,9.78E-01,1.00E-02,6.56E-01
Total,Baseline,2013,SAPP,1.63E-02,1.04E+00,1.09E-02,6.96E-01
Total,Baseline,2014,SAPP,1.56E-02,9.89E-01,1.05E-02,6.64E-01
Total,Baseline,2015,SAPP,1.59E-02,9.74E-01,1.07E-02,6.53E-01
Total,Baseline,2016,SAPP,1.74E-02,1.14E+00,1.17E-02,7.64E-01
Total,Baseline,2017,SAPP,1.49E-02,9.64E-01,9.98E-03,6.47E-01
Total,Baseline,2018,SAPP,1.85E-02,1.16E+00,1.24E-02,7.78E-01
Total,Baseline,1980,WAPP,2.07E-02,3.10E-01,1.65E-02,2.46E-01
Total,Baseline,1981,WAPP,2.12E-02,3.26E-01,1.69E-02,2.59E-01
Total,Baseline,1982,WAPP,2.08E-02,3.15E-01,1.66E-02,2.51E-01
Total,Baseline,1983,WAPP,1.94E-02,2.64E-01,1.55E-02,2.10E-01
Total,Baseline,1984,WAPP,1.94E-02,2.84E-01,1.55E-02,2.26E-01
Total,Baseline,1985,WAPP,2.39E-02,3.50E-01,1.90E-02,2.78E-01
Total,Baseline,1986,WAPP,2.32E-02,3.32E-01,1.85E-02,2.64E-01
Total,Baseline,1987,WAPP,2.19E-02,2.98E-01,1.74E-02,2.37E-01
Total,Baseline,1988,WAPP,2.22E-02,3.45E-01,1.77E-02,2.75E-01
Total,Baseline,1989,WAPP,1.94E-02,2.86E-01,1.54E-02,2.28E-01
Total,Baseline,1990,WAPP,2.13E-02,3.10E-01,1.70E-02,2.47E-01
Total,Baseline,1991,WAPP,2.17E-02,2.97E-01,1.73E-02,2.37E-01
Total,Baseline,1992,WAPP,1.92E-02,2.85E-01,1.53E-02,2.26E-01
Total,Baseline,1993,WAPP,1.82E-02,2.88E-01,1.45E-02,2.29E-01
Total,Baseline,1994,WAPP,2.01E-02,3.10E-01,1.60E-02,2.46E-01
Total,Baseline,1995,WAPP,2.06E-02,3.05E-01,1.64E-02,2.43E-01
Total,Baseline,1996,WAPP,2.12E-02,3.18E-01,1.69E-02,2.53E-01
Total,Baseline,1997,WAPP,1.90E-02,2.93E-01,1.51E-02,2.33E-01
Total,Baseline,1998,WAPP,2.19E-02,3.13E-01,1.74E-02,2.49E-01
Total,Baseline,1999,WAPP,1.94E-02,3.06E-01,1.54E-02,2.44E-01
Total,Baseline,2000,WAPP,1.34E-02,2.54E-01,1.07E-02,2.02E-01
Total,Baseline,2001,WAPP,1.84E-02,2.82E-01,1.46E-02,2.24E-01
Total,Baseline,2002,WAPP,1.59E-02,2.38E-01,1.26E-02,1.89E-01
Total,Baseline,2003,WAPP,1.66E-02,2.51E-01,1.32E-02,2.00E-01
Total,Baseline,2004,WAPP,1.58E-02,2.53E-01,1.26E-02,2.01E-01
Total,Baseline,2005,WAPP,1.55E-02,2.34E-01,1.23E-02,1.86E-01
Total,Baseline,2006,WAPP,1.71E-02,2.55E-01,1.36E-02,2.03E-01
Total,Baseline,2007,WAPP,1.89E-02,2.83E-01,1.50E-02,2.25E-01
Total,Baseline,2008,WAPP,1.56E-02,2.43E-01,1.24E-02,1.94E-01
Total,Baseline,2009,WAPP,1.47E-02,2.41E-01,1.17E-02,1.92E-01
Total,Baseline,2010,WAPP,1.89E-02,2.75E-01,1.50E-02,2.19E-01
Total,Baseline,2011,WAPP,1.73E-02,2.58E-01,1.38E-02,2.05E-01
Total,Baseline,2012,WAPP,1.74E-02,2.49E-01,1.38E-02,1.98E-01
Total,Baseline,2013,WAPP,1.90E-02,2.81E-01,1.51E-02,2.24E-01
Total,Baseline,2014,WAPP,1.68E-02,2.73E-01,1.34E-02,2.17E-01
Total,Baseline,2015,WAPP,1.61E-02,2.51E-01,1.28E-02,2.00E-01
Total,Baseline,2016,WAPP,1.58E-02,2.39E-01,1.26E-02,1.91E-01
Total,Baseline,2017,WAPP,1.39E-02,2.39E-01,1.11E-02,1.90E-01
Total,Baseline,2018,WAPP,1.67E-02,2.54E-01,1.33E-02,2.02E-01
Total,Connected,1980,CAPP,0.00140245,1.47E-01,0.000879309,0.09195126
Total,Connected,1981,CAPP,0.000966176,1.14E-01,0.000605774,0.071545414
Total,Connected,1982,CAPP,0.001440008,1.45E-01,0.000902857,0.091054085
Total,Connected,1983,CAPP,0.000776471,1.09E-01,0.000486832,0.068229467
Total,Connected,1984,CAPP,0.000946013,1.43E-01,0.000593132,0.089709767
Total,Connected,1985,CAPP,0.001323639,1.25E-01,0.000829896,0.078072817
Total,Connected,1986,CAPP,0.001708368,1.64E-01,0.001071113,0.102582065
Total,Connected,1987,CAPP,0.001390489,1.41E-01,0.000871809,0.08828189
Total,Connected,1988,CAPP,0.001642669,1.57E-01,0.001029922,0.098598539
Total,Connected,1989,CAPP,0.001727167,1.64E-01,0.0010829,0.102860848
Total,Connected,1990,CAPP,0.001590028,1.53E-01,0.000996917,0.095736796
Total,Connected,1991,CAPP,0.001493393,1.59E-01,0.000936328,0.099626736
Total,Connected,1992,CAPP,0.001136319,1.48E-01,0.00071245,0.092490456
Total,Connected,1993,CAPP,0.000923345,1.14E-01,0.000578919,0.071694841
Total,Connected,1994,CAPP,0.001480783,1.48E-01,0.000928422,0.092755136
Total,Connected,1995,CAPP,0.001183033,1.44E-01,0.000741739,0.090268581
Total,Connected,1996,CAPP,0.001914696,1.71E-01,0.001200477,0.107268932
Total,Connected,1997,CAPP,0.00168526,1.55E-01,0.001056625,0.097456468
Total,Connected,1998,CAPP,0.001193594,1.54E-01,0.00074836,0.096263639
Total,Connected,1999,CAPP,0.001011125,1.43E-01,0.000633956,0.08968749
Total,Connected,2000,CAPP,0.000813273,1.30E-01,0.000509907,0.081238789
Total,Connected,2001,CAPP,0.00076061,1.41E-01,0.000476888,0.088625111
Total,Connected,2002,CAPP,0.001139164,1.51E-01,0.000714234,0.094906295
Total,Connected,2003,CAPP,0.001474726,1.71E-01,0.000924625,0.107512085
Total,Connected,2004,CAPP,0.001318868,1.56E-01,0.000826905,0.098107995
Total,Connected,2005,CAPP,0.000799747,1.36E-01,0.000501426,0.084962508
Total,Connected,2006,CAPP,0.001512748,1.55E-01,0.000948464,0.097305374
Total,Connected,2007,CAPP,0.001142694,1.47E-01,0.000716447,0.091894429
Total,Connected,2008,CAPP,0.001264005,1.52E-01,0.000792507,0.095428869
Total,Connected,2009,CAPP,0.001784449,1.61E-01,0.001118815,0.100927666
Total,Connected,2010,CAPP,0.001637218,1.86E-01,0.001026504,0.116830496
Total,Connected,2011,CAPP,0.001719749,1.88E-01,0.00107825,0.117980116
Total,Connected,2012,CAPP,0.001233529,1.49E-01,0.000773399,0.093711771
Total,Connected,2013,CAPP,0.001281088,1.53E-01,0.000803218,0.095977853
Total,Connected,2014,CAPP,0.001400995,1.44E-01,0.000878397,0.090546756
Total,Connected,2015,CAPP,0.001786942,1.48E-01,0.001120378,0.092742883
Total,Connected,2016,CAPP,0.001085671,1.46E-01,0.000680695,0.091576479
Total,Connected,2017,CAPP,0.001038275,1.24E-01,0.000650978,0.078034344
Total,Connected,2018,CAPP,0.001878836,1.86E-01,0.001177994,0.116895632
Total,Connected,1980,EAPP,0.159371146,2.15E+00,0.103287677,1.396629159
Total,Connected,1981,EAPP,0.158054045,2.10E+00,0.102434071,1.364062913
Total,Connected,1982,EAPP,0.151789557,1.98E+00,0.098374085,1.284641958
Total,Connected,1983,EAPP,0.144703656,1.72E+00,0.093781747,1.11238771
Total,Connected,1984,EAPP,0.15761102,2.06E+00,0.102146948,1.335388007
Total,Connected,1985,EAPP,0.182291099,2.13E+00,0.118141989,1.383238795
Total,Connected,1986,EAPP,0.171646507,2.22E+00,0.11124328,1.437015636
Total,Connected,1987,EAPP,0.171635603,2.27E+00,0.111236213,1.469685815
Total,Connected,1988,EAPP,0.180370768,2.22E+00,0.116897432,1.439826505
Total,Connected,1989,EAPP,0.159292017,2.18E+00,0.103236394,1.412528418
Total,Connected,1990,EAPP,0.148819294,2.01E+00,0.096449073,1.305860052
Total,Connected,1991,EAPP,0.158273245,2.07E+00,0.102576133,1.341309796
Total,Connected,1992,EAPP,0.141517918,1.93E+00,0.091717085,1.247747786
Total,Connected,1993,EAPP,0.136481648,1.81E+00,0.088453103,1.170856147
Total,Connected,1994,EAPP,0.154340102,1.90E+00,0.100027081,1.228747344
Total,Connected,1995,EAPP,0.149642654,1.96E+00,0.096982688,1.269400836
Total,Connected,1996,EAPP,0.170434456,2.23E+00,0.110457755,1.445430136
Total,Connected,1997,EAPP,0.146866802,1.97E+00,0.095183671,1.276641912
Total,Connected,1998,EAPP,0.170634816,2.01E+00,0.110587608,1.302657598
Total,Connected,1999,EAPP,0.154348139,1.87E+00,0.10003229,1.211371349
Total,Connected,2000,EAPP,0.141889003,1.91E+00,0.091957584,1.234655246
Total,Connected,2001,EAPP,0.148607136,1.93E+00,0.096311574,1.252245224
Total,Connected,2002,EAPP,0.131011361,1.77E+00,0.084907836,1.147880648
Total,Connected,2003,EAPP,0.142898524,1.86E+00,0.09261185,1.203439513
Total,Connected,2004,EAPP,0.131789066,1.83E+00,0.085411863,1.184120563
Total,Connected,2005,EAPP,0.13065234,1.79E+00,0.084675156,1.158360927
Total,Connected,2006,EAPP,0.146137059,1.96E+00,0.094710729,1.270522178
Total,Connected,2007,EAPP,0.146175354,1.83E+00,0.094735547,1.186147528
Total,Connected,2008,EAPP,0.131123264,1.73E+00,0.08498036,1.123319215
Total,Connected,2009,EAPP,0.118465196,1.85E+00,0.076776727,1.199923914
Total,Connected,2010,EAPP,0.14016378,1.94E+00,0.090839475,1.254451426
Total,Connected,2011,EAPP,0.141060033,1.94E+00,0.091420333,1.258877156
Total,Connected,2012,EAPP,0.1441617,1.97E+00,0.093430508,1.279577761
Total,Connected,2013,EAPP,0.137494051,1.85E+00,0.089109236,1.196245517
Total,Connected,2014,EAPP,0.130408484,1.75E+00,0.084517115,1.131360436
Total,Connected,2015,EAPP,0.113875372,1.61E+00,0.073802084,1.044921736
Total,Connected,2016,EAPP,0.128301551,1.62E+00,0.083151621,1.051315891
Total,Connected,2017,EAPP,0.121861931,1.64E+00,0.078978135,1.062882085
Total,Connected,2018,EAPP,0.133020196,1.85E+00,0.086209752,1.196076535
Total,Connected,1980,NAPP,0.01475702,7.56E-01,0.011712267,0.599978322
Total,Connected,1981,NAPP,0.015410889,7.81E-01,0.012231226,0.619512313
Total,Connected,1982,NAPP,0.014339534,7.46E-01,0.011380919,0.591976389
Total,Connected,1983,NAPP,0.012999398,6.56E-01,0.010317288,0.520601707
Total,Connected,1984,NAPP,0.013107151,7.18E-01,0.010402809,0.569788536
Total,Connected,1985,NAPP,0.013661079,7.80E-01,0.010842447,0.619081167
Total,Connected,1986,NAPP,0.015238024,8.01E-01,0.012094028,0.635491319
Total,Connected,1987,NAPP,0.014952525,7.11E-01,0.011867435,0.564188536
Total,Connected,1988,NAPP,0.014385294,7.34E-01,0.011417238,0.58288434
Total,Connected,1989,NAPP,0.014246109,7.55E-01,0.01130677,0.599060619
Total,Connected,1990,NAPP,0.013719533,6.87E-01,0.010888841,0.545184934
Total,Connected,1991,NAPP,0.015044374,7.37E-01,0.011940333,0.585113534
Total,Connected,1992,NAPP,0.013251099,7.12E-01,0.010517057,0.565014022
Total,Connected,1993,NAPP,0.013062341,6.82E-01,0.010367245,0.541154142
Total,Connected,1994,NAPP,0.015075862,7.53E-01,0.011965324,0.597755654
Total,Connected,1995,NAPP,0.014029823,6.79E-01,0.01113511,0.538571481
Total,Connected,1996,NAPP,0.014641988,7.23E-01,0.01162097,0.573618915
Total,Connected,1997,NAPP,0.01205731,6.56E-01,0.009569577,0.520254246
Total,Connected,1998,NAPP,0.015636766,8.02E-01,0.012410499,0.636658941
Total,Connected,1999,NAPP,0.013382152,7.07E-01,0.01062107,0.561462617
Total,Connected,2000,NAPP,0.011488203,5.99E-01,0.009117891,0.475700801
Total,Connected,2001,NAPP,0.014004589,7.11E-01,0.011115082,0.564205496
Total,Connected,2002,NAPP,0.01300633,6.66E-01,0.01032279,0.528439879
Total,Connected,2003,NAPP,0.014207573,7.53E-01,0.011276185,0.597798039
Total,Connected,2004,NAPP,0.013541493,7.12E-01,0.010747535,0.565463573
Total,Connected,2005,NAPP,0.013525454,6.80E-01,0.010734805,0.539305389
Total,Connected,2006,NAPP,0.012736904,6.78E-01,0.010108953,0.538114001
Total,Connected,2007,NAPP,0.01379186,7.43E-01,0.010946245,0.5895681
Total,Connected,2008,NAPP,0.012472748,6.77E-01,0.0098993,0.537557724
Total,Connected,2009,NAPP,0.014451489,7.19E-01,0.011469775,0.57074607
Total,Connected,2010,NAPP,0.015808679,7.86E-01,0.012546942,0.624005861
Total,Connected,2011,NAPP,0.012917821,7.32E-01,0.010252543,0.581238929
Total,Connected,2012,NAPP,0.014552999,7.55E-01,0.011550341,0.59924557
Total,Connected,2013,NAPP,0.014816792,7.67E-01,0.011759707,0.609098885
Total,Connected,2014,NAPP,0.013045793,7.30E-01,0.010354111,0.579051514
Total,Connected,2015,NAPP,0.01515603,7.66E-01,0.012028951,0.607646961
Total,Connected,2016,NAPP,0.014657738,6.96E-01,0.01163347,0.552252843
Total,Connected,2017,NAPP,0.012619654,6.52E-01,0.010015895,0.517095939
Total,Connected,2018,NAPP,0.014037678,7.77E-01,0.011141344,0.616934317
Total,Connected,1980,SAPP,0.017128414,1.21E+00,0.011488689,0.808819192
Total,Connected,1981,SAPP,0.014871312,1.06E+00,0.009974764,0.714239413
Total,Connected,1982,SAPP,0.015095467,1.03E+00,0.010125113,0.692819235
Total,Connected,1983,SAPP,0.016964053,1.08E+00,0.011378446,0.727366281
Total,Connected,1984,SAPP,0.016504344,1.07E+00,0.011070101,0.717311626
Total,Connected,1985,SAPP,0.018281581,1.22E+00,0.012262163,0.821344472
Total,Connected,1986,SAPP,0.016166916,1.12E+00,0.010843775,0.752152993
Total,Connected,1987,SAPP,0.017647461,1.21E+00,0.011836834,0.812981606
Total,Connected,1988,SAPP,0.015309323,1.04E+00,0.010268555,0.697747561
Total,Connected,1989,SAPP,0.015129863,1.10E+00,0.010148184,0.735569582
Total,Connected,1990,SAPP,0.015695688,1.07E+00,0.010527705,0.717398408
Total,Connected,1991,SAPP,0.015552005,1.06E+00,0.010431331,0.711643098
Total,Connected,1992,SAPP,0.014204114,9.57E-01,0.009527248,0.641928528
Total,Connected,1993,SAPP,0.014260245,9.90E-01,0.009564897,0.664212175
Total,Connected,1994,SAPP,0.014263079,9.97E-01,0.009566798,0.668481073
Total,Connected,1995,SAPP,0.016245006,1.11E+00,0.010896153,0.746342951
Total,Connected,1996,SAPP,0.013206514,9.41E-01,0.008858119,0.630868065
Total,Connected,1997,SAPP,0.012992578,8.22E-01,0.008714624,0.551607829
Total,Connected,1998,SAPP,0.019599651,1.26E+00,0.013146243,0.846697096
Total,Connected,1999,SAPP,0.012891079,9.28E-01,0.008646545,0.622359542
Total,Connected,2000,SAPP,0.010544972,7.98E-01,0.00707292,0.53499238
Total,Connected,2001,SAPP,0.016680691,1.07E+00,0.011188384,0.715081427
Total,Connected,2002,SAPP,0.015745178,9.47E-01,0.010560899,0.635462271
Total,Connected,2003,SAPP,0.014490399,9.58E-01,0.009719271,0.642895755
Total,Connected,2004,SAPP,0.013624062,8.63E-01,0.009138185,0.578992991
Total,Connected,2005,SAPP,0.014449466,9.21E-01,0.009691815,0.617778208
Total,Connected,2006,SAPP,0.014099347,8.64E-01,0.009456977,0.579247482
Total,Connected,2007,SAPP,0.016354315,1.04E+00,0.010969471,0.695988733
Total,Connected,2008,SAPP,0.012853276,8.84E-01,0.008621189,0.592749165
Total,Connected,2009,SAPP,0.011721539,8.30E-01,0.007862089,0.556444167
Total,Connected,2010,SAPP,0.017426837,1.17E+00,0.011688853,0.782283955
Total,Connected,2011,SAPP,0.01500547,9.67E-01,0.010064748,0.648484197
Total,Connected,2012,SAPP,0.014960421,9.78E-01,0.010034533,0.656040774
Total,Connected,2013,SAPP,0.016309745,1.04E+00,0.010939576,0.696174834
Total,Connected,2014,SAPP,0.015608567,9.89E-01,0.010469269,0.663306599
Total,Connected,2015,SAPP,0.015930696,9.73E-01,0.010685333,0.652864552
Total,Connected,2016,SAPP,0.017430872,1.14E+00,0.011691559,0.7634629
Total,Connected,2017,SAPP,0.014931363,9.64E-01,0.010015042,0.646688484
Total,Connected,2018,SAPP,0.018557139,1.16E+00,0.01244699,0.778232367
Total,Connected,1980,WAPP,0.02077532,3.33E-01,0.016531717,0.265299225
Total,Connected,1981,WAPP,0.021258149,3.47E-01,0.016915922,0.275818313
Total,Connected,1982,WAPP,0.020887829,3.38E-01,0.016621245,0.268773854
Total,Connected,1983,WAPP,0.019496586,2.86E-01,0.01551418,0.227542016
Total,Connected,1984,WAPP,0.019489741,3.04E-01,0.015508733,0.24207245
Total,Connected,1985,WAPP,0.023965178,3.85E-01,0.019070009,0.306000957
Total,Connected,1986,WAPP,0.023289215,3.58E-01,0.01853212,0.284557702
Total,Connected,1987,WAPP,0.021956927,3.29E-01,0.017471967,0.26172705
Total,Connected,1988,WAPP,0.02223291,3.72E-01,0.017691577,0.296027638
Total,Connected,1989,WAPP,0.019455564,3.10E-01,0.015481537,0.246570761
Total,Connected,1990,WAPP,0.021391638,3.31E-01,0.017022144,0.263381497
Total,Connected,1991,WAPP,0.021769051,3.20E-01,0.017322467,0.25429516
Total,Connected,1992,WAPP,0.019298278,3.03E-01,0.015356378,0.241217741
Total,Connected,1993,WAPP,0.018288143,3.10E-01,0.014552575,0.246319526
Total,Connected,1994,WAPP,0.020113305,3.31E-01,0.016004927,0.263462974
Total,Connected,1995,WAPP,0.020606585,3.23E-01,0.016397448,0.257350551
Total,Connected,1996,WAPP,0.021233422,3.45E-01,0.016896246,0.274664015
Total,Connected,1997,WAPP,0.01901798,3.14E-01,0.015133334,0.249725304
Total,Connected,1998,WAPP,0.021933546,3.41E-01,0.017453362,0.271215685
Total,Connected,1999,WAPP,0.019396839,3.25E-01,0.015434807,0.258990463
Total,Connected,2000,WAPP,0.018187885,3.22E-01,0.014472796,0.256063815
Total,Connected,2001,WAPP,0.018403813,3.02E-01,0.014644618,0.240576584
Total,Connected,2002,WAPP,0.015928475,2.54E-01,0.012674897,0.201755692
Total,Connected,2003,WAPP,0.016591063,2.66E-01,0.013202144,0.211349367
Total,Connected,2004,WAPP,0.015850826,2.68E-01,0.012613109,0.213345707
Total,Connected,2005,WAPP,0.015504685,2.50E-01,0.012337671,0.19889928
Total,Connected,2006,WAPP,0.017129143,2.72E-01,0.013630314,0.216481567
Total,Connected,2007,WAPP,0.018951076,3.00E-01,0.015080096,0.238901152
Total,Connected,2008,WAPP,0.01566877,2.58E-01,0.01246824,0.205356305
Total,Connected,2009,WAPP,0.014740474,2.54E-01,0.011729559,0.202156634
Total,Connected,2010,WAPP,0.018956865,2.95E-01,0.015084703,0.234519142
Total,Connected,2011,WAPP,0.017378117,2.75E-01,0.013828433,0.219107948
Total,Connected,2012,WAPP,0.017429564,2.68E-01,0.013869371,0.212869999
Total,Connected,2013,WAPP,0.018993275,3.00E-01,0.015113675,0.238983429
Total,Connected,2014,WAPP,0.016809187,2.91E-01,0.013375713,0.231665152
Total,Connected,2015,WAPP,0.016103656,2.65E-01,0.012814295,0.211185266
Total,Connected,2016,WAPP,0.01586093,2.56E-01,0.012621149,0.203422645
Total,Connected,2017,WAPP,0.013948695,2.54E-01,0.011099511,0.201953208
Total,Connected,2018,WAPP,0.016694254,2.71E-01,0.013284257,0.215395107
